characters,clean_text
m s ḫ n š r n j n š n y t j r r y w r m ṯ m ꜥ ḥ ꜥ w,m sḫnš rn j n šnyt jrryw rmṯ m ꜥḥꜥw
ꜣ w i ̯ j b n w ḏ ꜥ m d t,ꜣwi̯ jb n wḏꜥ mdt
m ḏ d g r g r j r g s n ṯ r ꜥ ꜣ,m ḏd grg r j r gs nṯr ꜥꜣ
m k ṯ n i ̯ t k w n t j,m k ṯni̯t k wntj
r ʾ n z w r j m w j n m ẖ r n ṯ r,rʾ n zwrj mw jn m ẖr nṯr
j n k p r i ̯ m ꜣ g b j r ḏ i ̯ y n f b ꜥ ḥ s ḫ m f j m f m Ḥ ꜥ p i ̯,jnk pri̯ m ꜣgbj rḏi̯y n f bꜥḥ sḫm f jm f m Ḥꜥpi̯
j Ḏ ḥ w t j s m ꜣ ꜥ ḫ r w W s j r r ḫ f t j w f s ḫ t k ḫ f t j w n w W s j r n b j m ꜣ ḫ m b ꜣ ḥ ḏ ꜣ ḏ ꜣ t n t n ṯ r n b n ṯ r t n b t m b ꜣ ḥ ḏ ꜣ ḏ ꜣ t ꜥ ꜣ t j m j t J w n w g r ḥ p f n ꜥ ḥ ꜣ ꜥ n s ḫ r t s b j w p w j m j t Ḏ d w g r ḥ p f s ꜥ ḥ ꜥ ḏ d w j j m j t Ḫ m m g r ḥ p f n j ḫ t ḫ ꜣ w j m Ḫ m j m j t P i ̯ D p w m g r ḥ p f n s m n t j w ꜥ w t n Ḥ r w m j ḫ t j t i ̯ f W s j r j m j t j d b r ḫ t j g r ḥ p f j r i ̯ t n Ꜣ s t j ꜣ k b m s ꜣ s n s W s j r j m j t Ꜣ b ḏ w g r ḥ p f n h ꜣ k r n ṯ n u ̯ t m t ꜣ ḫ w j m j t w ꜣ t m t g r ḥ p f n j r i ̯ t s j p t j m j w t j s w j m j t ḫ b s t ꜣ ꜥ ꜣ j m j t n j ꜣ r r f j m j t R ʾ s ṯ ꜣ w g r ḥ p f n s m ꜣ ꜥ ḫ r w Ḥ r w r ḫ f t j w f,j Ḏḥwtj smꜣꜥ ḫrw Wsjr r ḫftjw f sḫt k ḫftjw nw Wsjr nb jmꜣḫ m bꜣḥ ḏꜣḏꜣt nt nṯr nb nṯrt nbt m bꜣḥ ḏꜣḏꜣt ꜥꜣt jmjt Jwnw grḥ pf n ꜥḥꜣ ꜥ n sḫrt sbjw pw jmjt Ḏdw grḥ pf sꜥḥꜥ ḏdwj jmjt Ḫm m grḥ pf n jḫt ḫꜣwj m Ḫm jmjt Pi̯ Dpw m grḥ pf n smnt jwꜥwt n Ḥrw m jḫt jti̯ f Wsjr jmjt jdb rḫtj grḥ pf jri̯tn Ꜣst jꜣkb m sꜣ sn s Wsjr jmjt Ꜣbḏw grḥ pf n hꜣkr n ṯnu̯t mt ꜣḫw jmjt wꜣt mt grḥ pf n jri̯t sjptj m jwtj sw jmjt ḫbs tꜣ ꜥꜣ jmjt n jꜣrr f jmjt Rʾ sṯꜣw grḥ pf n smꜣꜥ ḫrw Ḥrw r ḫftjw f
j w Ḥ r w ꜥ ꜣ i ̯ f n ḏ m w,jw Ḥrw ꜥꜣi̯ f nḏmw
j t r t j ḥ t p t j ḥ r s,jtrtj ḥtptj ḥr s
W s j r j b f ꜣ w i ̯ w,Wsjr jb f ꜣwi̯w
Ḏ ḥ w t j s m ꜣ ꜥ ḫ r w W s j r j n m ꜣ ꜥ ḫ r w r ḫ f t j w f m b ꜣ ḥ ḏ ꜣ ḏ ꜣ t n t n ṯ r n b n ṯ r t n b t m b ꜣ ḥ ḏ ꜣ ḏ ꜣ t ṯ n,Ḏḥwtj smꜣꜥ ḫrw Wsjr jn mꜣꜥ ḫrw r ḫftjw f m bꜣḥ ḏꜣḏꜣt nt nṯr nb nṯrt nbt m bꜣḥ ḏꜣḏꜣt ṯn
j p ṯ n n W s j r ḥ ꜣ k ꜣ r j,jp ṯn n Wsjr ḥꜣ kꜣrj
r ʾ n j r i ̯ t ḫ p r w m m z ḥ,rʾ n jri̯t ḫprw m mzḥ
j n k m z ḥ ḥ r j j b n j w r f,jnk mzḥ ḥrj jb njwr f
j n k S b k m j y b ꜣ f m r m ṯ f,jnk Sbk m jy bꜣ f m rmṯ f
j n k S b k j n i ̯ m ꜥ w ꜣ y,jnk Sbk jni̯ m ꜥwꜣy
j n k n b k s w m Ḫ m,jnk nb ksw m Ḫm
m ḏ ꜣ t n t s j q r z r ḏ i ̯ t h ꜣ i ̯ f r w j t ꜣ n R ꜥ w ḥ n ꜥ j m j w ḫ t f,mḏꜣt nt sjqr z rḏi̯t hꜣi̯ f r wjtꜣ n Rꜥw ḥnꜥ jmjw ḫt f
ḏ d m d t,ḏd mdt
ḏ ꜣ i ̯ W s j r m ꜣ ꜥ ḫ r w b n w r j ꜣ b t t W s j r r Ḏ d w,ḏꜣi̯ Wsjr mꜣꜥ ḫrw bnw r jꜣbtt Wsjr r Ḏdw
z š n f ṯ p ḥ t Ḥ ꜥ p i ̯,zšn f ṯpḥt Ḥꜥpi̯
ḫ s r n f w ꜣ t j t n,ḫsrn f wꜣt jtn
s ṯ ꜣ p l n f Z k r ḥ r t m m f,sṯꜣpln f Zkr ḥr tmm f
s w s r n f w r t m ꜣ t s,swsrn f wrt m ꜣt s
š m s W s j r m ꜣ ꜥ ḫ r w,šms Wsjr mꜣꜥ ḫrw
d w ꜣ f j t n,dwꜣ f jtn
z m ꜣ n f j m j w h ṯ t,zmꜣn f jmjw hṯt
n t f w ꜥ w j m s n,ntf wꜥw jm sn
j r i ̯ n f s n n w n ꜣ s t ḫ m t n w n N b t ḥ w t,jri̯n f snnw n ꜣst ḫmtnw n Nbt ḥwt
s w s r n f ꜣ ḫ w s n,swsrn f ꜣḫw sn
ṯ z n f ꜥ q ꜣ,ṯzn f ꜥqꜣ
ḫ s f n f ḫ f t i ̯,ḫsfn f ḫfti̯
s ḥ m n f n m t t f,sḥmn f nmtt f
r ḏ i ̯ n f R ꜥ w ꜥ w j f,rḏi̯ n f Rꜥw ꜥwj f
n n ḫ s f s w j z t y f,nn ḫsf sw jzty f
w s r W s j r m ꜣ ꜥ ḫ r w w s r w ḏ ꜣ t ṯ z p ẖ r,wsr Wsjr mꜣꜥ ḫrw wsr wḏꜣt ṯz pẖr
ḏ d m d t ḥ r s š m p n n t j m z ẖ ꜣ w z ẖ ꜣ w ḥ r š w n m ꜣ w j w ꜥ b w m d q n w ḥ m w t w ꜣ ḏ t ḥ r m w n ꜥ n t j w r ḏ i ̯ w n z r š n b t f n n t k n t w f,ḏd mdt ḥr sšm pn ntj m zẖꜣw zẖꜣw ḥr šw n mꜣwj wꜥbw m dq nw ḥmwt wꜣḏt ḥr mw n ꜥntjw rḏi̯w n z r šnbt f nn tkntw f
j w f h ꜣ i ̯ f r w j ꜣ n R ꜥ w m ẖ r t h r w n t r ꜥ w n b,jw f hꜣi̯ f r wjꜣ n Rꜥw m ẖrt hrw nt rꜥw nb
j w ḥ s b s w Ḏ ḥ w t j m p r i ̯ t h ꜣ i ̯ t m š s m ꜣ ꜥ t,jw ḥsb sw Ḏḥwtj m pri̯t hꜣi̯t m šs mꜣꜥt
z ẖ ꜣ k s w m q d w t n f r t m w j ꜣ n R ꜥ w m m j t t,zẖꜣ k sw m qdwt nfrt m wjꜣ n Rꜥw m mjtt
j r d q n ḥ m w t w ꜣ ḏ t ḏ d w f r ḥ b s t w ꜣ ḏ p ꜣ j r i ̯ t w š ꜥ t j m f,jr dq n ḥmwt wꜣḏt ḏdw f r ḥbst wꜣḏ pꜣ jri̯ tw šꜥt jm f
j w W s j r m ꜣ ꜥ ḫ r w ḥ r s ꜥ ḥ ꜥ ḏ d s m n t j t,jw Wsjr mꜣꜥ ḫrw ḥr sꜥḥꜥ ḏd smn tjt
s q d d f r b w m r i ̯ n f,sqdd f r bw mri̯n f
j w ḥ t p r ʾ ḏ d j n Ḏ ḥ w t j n R ꜥ w,jw ḥtp rʾ ḏdjn Ḏḥwtj n Rꜥw
Ṯ n n t ḥ t p t w ḥ r n b s R ꜥ w,Ṯnnt ḥtptw ḥr nb s Rꜥw
ḏ d n Ḏ ḥ w t j,ḏdn Ḏḥwtj
ḥ s b n j b ꜣ f m p r i ̯ t h ꜣ i ̯ t r w j ꜣ n R ꜥ w,ḥsbn j bꜣ f m pri̯t hꜣi̯t r wjꜣ n Rꜥw
j w ẖ ꜣ t r m n m s t s,jw ẖꜣt r mn m st s
r ʾ n j s ḥ t p k ꜣ n j z n f m ẖ r t n ṯ r,rʾ nj sḥtp kꜣ nj z n f m ẖrt nṯr
m k w j ḫ ꜥ i ̯ k w b ꜣ k w n ṯ r i ̯ k w,m k wj ḫꜥi̯kw bꜣkw nṯri̯kw
ḥ z m n s w ꜥ b n j w j j m s t,ḥzmn swꜥbn j wj jm st
z n i ̯ n k ṯ ꜣ z j s p w y ḏ w ḏ d n j ꜥ b w j p w y ḏ w j r i ̯ n j,zni̯n k ṯꜣzjs pwy ḏw ḏdn j ꜥbwj pwy ḏw jri̯n j
n n r ḏ i ̯ y n j n t j,nn rḏi̯y n j ntj
j n k j s w ꜣ ḏ p w y w ꜣ ḏ j r j ḫ ḫ w j n j R ꜥ w r ḏ i ̯ y n j m j ꜣ ḫ t j,jnk js wꜣḏ pwy wꜣḏ jrj ḫḫwj nj Rꜥw rḏi̯y n jmj ꜣḫtj
w ꜣ ḏ s n m j w ꜣ ḏ k ꜣ j,wꜣḏ sn mj wꜣḏ kꜣ j
ḏ f ꜣ w k ꜣ j m j ḏ f ꜣ w w,ḏfꜣw kꜣ j mj ḏfꜣw w
m ḫ ꜣ t q ꜣ i ̯ y,mḫꜣt qꜣi̯y
m ꜣ ꜥ t r f n ḏ j m h r w p n,mꜣꜥt r fnḏ j m hrw pn
k ꜣ j j m i ̯ k r m n i ̯ w j m j,kꜣ j jmi̯ k rmni̯w jm j
n n j n n k j s j r t m ꜣ ꜣ t m s ḏ r t s ḏ m,nn jnnk js jrt mꜣꜣt msḏrt sḏm
n n j n k j s k ꜣ n j ḫ r y w t,nn jnk js kꜣ nj ḫrywt
n n p r t ḫ r w j m j n ḥ r i ̯ y w,nn prt ḫrw jm j n ḥri̯yw
r ʾ n s ṯ z ꜣ ḫ s ꜥ n ḫ b ꜣ m ẖ r n ṯ r,rʾ n sṯz ꜣḫ sꜥnḫ bꜣ m ẖr nṯr
m ꜣ ꜥ ḫ r w n b j m ꜣ ḫ m ḥ z w t n ṯ r f ḏ d f,mꜣꜥ ḫrw nb jmꜣḫ m ḥzwt nṯr f ḏd f
N w t z p 2 q m ꜣ n s j t i ̯ r t ꜣ f,Nwt zp 2 qmꜣn s jti̯ r tꜣ f
Ḥ r w m ḫ t f,Ḥrw m ḫt f
r d m b j k š w t j f j m g m ḥ s w,rd m bjk šwtj fj m gmḥsw
j n i ̯ n s w b ꜣ f,jni̯n sw bꜣ f
ḥ t m n s w m d w,ḥtmn sw mdw
w p i ̯ w n f s t f m ꜥ b w s b ꜣ j r j w p t t n t w t j s n s b ꜣ w ꜥ t j,wpi̯w n f st f m ꜥbw sbꜣ jrjw pt tn twt js n sbꜣ wꜥtj
m ꜣ k n b j m ꜣ ḫ,mꜣ k nb jmꜣḫ
n f r w ḏ m d t f n ꜣ ḫ w,nfr wḏ mdt f n ꜣḫw
ṯ w t j s s ḫ m,ṯwt js sḫm
n n ḥ q r k,nn ḥqr k
n n ṯ w j m s n,nn ṯw jm sn
n n w n n k j m s n,nn wnn k jm sn
m ꜣ k ḥ r t p m b ꜣ,mꜣ k ḥr tp m bꜣ
ꜥ b f m s m ꜣ,ꜥb f m smꜣ
ṯ w t z r k m m s i ̯ w z r t b ꜣ q t s n q t m z r t 4 w ꜣ y p w,ṯwt zr km msi̯w zrt bꜣqt snqt m zrt 4 wꜣypw
j y n ṯ n Ḥ r w ḫ s b ḏ j r t,jy n ṯn Ḥrw ḫsbḏ jrt
z ꜣ u ̯ n ṯ n Ḥ r w d š r j r t m r ꜣ t,zꜣu̯ n ṯn Ḥrw dšr jrt mr ꜣt
s ḥ s f b ꜣ f,sḥs f bꜣ f
z b i ̯ w j n w f,zbi̯w jnw f
b ṯ t s j n f,bṯt sjn f
j w i ̯ s n n r m n ḥ r j t p j m n t š m t w ꜥ p n j m k,jwi̯ sn n rmn ḥrj tp jmnt šmt wꜥ pn jm k
ḏ d t w m d t n ṯ r k s ḫ t j j t i ̯ n ṯ r,ḏd tw mdt nṯr k sḫtjjti̯ nṯr
j r i ̯ w r n k m m ꜣ ꜥ ḫ r w m b ꜣ ḥ ꜥ n ṯ r,jri̯w rn k m mꜣꜥ ḫrw m bꜣḥ ꜥ nṯr
ḏ s r n k p s ḏ t ꜥ s n,ḏsr n k psḏt ꜥ sn
ḏ d n ṯ r s ḫ t j j t i ̯ n ṯ r,ḏd nṯr sḫtjjti̯ nṯr
ꜥ ḥ ꜥ j r k r ꜥ ꜣ k ꜣ ꜣ ḫ t j w s n,ꜥḥꜥ jr k r ꜥꜣkꜣ ꜣḫtjw sn
z n n k ꜥ ꜣ s n,zn n k ꜥꜣ sn
ḥ z i ̯ s n ṯ w,ḥzi̯ sn ṯw
s ḫ m k ḫ n t s n,sḫm k ḫnt sn
p r i ̯ s n,pri̯ sn
f ꜣ i ̯ s n ḥ r s n,fꜣi̯ sn ḥr sn
m ꜣ s n s w m b ꜣ ḥ n ṯ r ꜥ ꜣ M n w t p k z p 2,mꜣ sn sw m bꜣḥ nṯr ꜥꜣ Mnw tp k zp 2
ꜥ ḥ ꜥ n j k ḥ ꜣ k,ꜥḥꜥn j k ḥꜣ k
n ḥ t m k,n ḥtm k
j r i ̯ t k ḫ r r m ṯ ḫ r n ṯ r,jri̯t k ḫr rmṯ ḫr nṯr
r ʾ n j ꜥ q p r i ̯ t m s b ꜣ j m n t j w m m š m s R ꜥ w r ḫ b ꜣ j m n t t,rʾ nj ꜥq pri̯t m sbꜣ jmntjw m m šms Rꜥw rḫ bꜣ jmntt
j w j r ḫ k w s b ꜣ p w y ḥ r j j b p t p r i ̯ R ꜥ w j m f s b ꜣ ꜣ ḫ t j ꜣ b t j t n j t p t r s j f m š ḫ ꜣ r m ḥ t j f m n w r ʾ m b w s q d i ̯ t R ꜥ w j m m ṯ ꜣ w n ẖ n n w,jw j rḫkw sbꜣ pwy ḥrj jb pt pri̯ Rꜥw jm f sbꜣ ꜣḫt jꜣbtjt njt pt rsj f m š ḫꜣr mḥtj f m nw rʾ m bw sqdi̯t Rꜥw jm m ṯꜣw n ẖnnw
j n k j r j s m y w m d p t n ṯ r,jnk jrj smyw m dpt nṯr
r ʾ n t m ḏ i ̯ t j r i ̯ t z k ꜣ t m ẖ r t n ṯ r,rʾ n tm ḏi̯t jri̯t z kꜣt m ẖrt nṯr
r ʾ n s ṯ z ẖ ꜣ t j r t s w s r m s ḏ r w j s m n t t p ḏ i ̯ w ḥ r m k t f,rʾ n sṯz ẖꜣt jrt swsr msḏrwj smnt tp ḏi̯w ḥr mkt f
ḏ d m d w j n n b j m ꜣ ḫ ḏ d f,ḏd mdw jn nb jmꜣḫ ḏd f
m i ̯ n k j r t Ḥ r w,mi̯ n k jrt Ḥrw
ḥ n n r w w ṯ z j b r s w ꜥ b š n b t,ḥnn rw wṯz jb r swꜥb šnbt
ꜥ m s n j r t Ḥ r w b ꜣ q t j m j t J w n w,ꜥm sn jrt Ḥrw bꜣqt jmjt Jwnw
p n d r s n j m j t ẖ t W s j r j r i ̯ t n j b i ̯ r ʾ n n b j m ꜣ ḫ ḫ r n ṯ r f,pn dr sn jmjt ẖt Wsjr jri̯t n jbi̯ rʾ n nb jmꜣḫ ḫr nṯr f
n n ḥ q r f,nn ḥqr f
n n j b i ̯ f,nn jbi̯ f
n ḥ m n s w Ḥ ꜣ,nḥmn sw Ḥꜣ
d r f ḥ q r f m ḥ y z p 2 m ḥ y j b,dr f ḥqr f mḥy zp 2 mḥy jb
ḥ r j w s ṯ w t j r j w j p w ꜣ g b w w ḏ n R ꜥ w ḏ s f,ḥrjw sṯwt jrjw jpw ꜣgbw wḏ n Rꜥw ḏs f
w ḏ s w R ꜥ w n ḥ r j w s n m w n r n p t t n,wḏ sw Rꜥw n ḥrjw snmw n rnpt tn
ḫ f ꜥ s n ḏ i ̯ s n n f j t b t j t ʾ,ḫfꜥ sn ḏi̯ sn n f jt btj tʾ
s w t j s n k ꜣ w r,swt jsn kꜣ wr
ḏ i ̯ k n j r j t 5 m ḥ w t n ṯ r,ḏi̯ k n jrjt 5 m ḥwt nṯr
j w t ʾ 3 m p t ḫ r R ꜥ w š b w 2 r t ꜣ ḫ r p s ḏ t j,jw tʾ 3 m pt ḫr Rꜥw šbw 2 r tꜣ ḫr psḏtj
N w w m ꜣ ꜣ f z p 2 R ꜥ w,Nww mꜣꜣ f zp 2 Rꜥw
n f r n m h r w p n n f r,nfr n m hrw pn nfr
j w m n b j m ꜣ ḫ m w ḏ n Š w ḥ n ꜥ Ꜣ s t,jw m nb jmꜣḫ m wḏ n Šw ḥnꜥ Ꜣst
j w d m ḏ w m j m ꜣ ḫ n f r ḫ r n ṯ r f,jw dmḏw m jmꜣḫ nfr ḫr nṯr f
ḏ i ̯ s n t ʾ ḥ n q t n,ḏi̯ sn tʾ ḥnqt n
d i ̯ y s n n f j ḫ t n b t n f r t w ꜥ b t m h r w p n n f r,di̯y sn n f jḫt nbt nfrt wꜥbt m hrw pn nfr
j ḫ t n s š m w,jḫt n sšmw
ḫ p i ̯ j ḫ t n j m j j r t,ḫpi̯ jḫt n jmj jrt
j ḫ t n w j ꜣ,jḫt n wjꜣ
ꜥ q t n b t n m ꜣ ꜣ n ṯ r,ꜥqt nbt n mꜣꜣ nṯr
s ḫ m k m m w,sḫm k m mw
ḫ n d k m ꜥ b s ꜣ š r t ḏ ꜣ t 4 n t m w ẖ r w ḏ w,ḫnd k m ꜥb sꜣšrt ḏꜣt 4 nt mw ẖr wḏw
w ḏ n Š w j š t f n,wḏn Šw jšt f n
t ʾ k ḥ n q t k p w,tʾ k ḥnqt k pw
r s w w p w,rsw wpw
q ꜣ i ̯ y Ḏ ḥ w t j,qꜣi̯y Ḏḥwtj
r s s ḏ r,rs sḏr
n h j m j,nh jmj
ḏ i ̯ n k j ḫ t m b ꜣ ḥ Ḏ ḥ w t j w r p r i ̯ m ḥ ꜥ p i ̯ W p i ̯ w ꜣ t p l p r i ̯ m j z r t,ḏi̯ n k jḫt m bꜣḥ Ḏḥwtj wr pri̯ m ḥꜥpi̯ Wpi̯ wꜣtpl pri̯ m jzrt
w ꜥ b r ʾ n,wꜥb rʾ n
s n ṯ r p s ḏ t r ʾ n,snṯr psḏt rʾ n
w ꜥ b r ʾ f š s ꜣ w p n j m j r ʾ f,wꜥb rʾ f šsꜣw pn jmj rʾ f
b w t p n ḥ s,bwt pn ḥs
t w r j f w z š t m j t w r j s t,twrj f wzšt mj twrj st
r ḥ w j w ḏ ꜣ Ḏ ḥ w t j r p t š d i ̯ y ṯ n ḥ n ꜥ ṯ n,rḥwj wḏꜣ Ḏḥwtj r pt šdi̯y ṯn ḥnꜥ ṯn
z w r j f m z w r j ṯ n,zwrj f m zwrj ṯn
ḥ m s i ̯ f m ḥ m s i ̯ ṯ n j m w s r ṯ n j m,ḥmsi̯ f m ḥmsi̯ ṯn jm wsr ṯn jm
s q d i ̯ f m s q d i ̯ ṯ n j m,sqdi̯ f m sqdi̯ ṯn jm
z ḥ n s ḫ t w m m j ꜣ r w,zḥ n sḫtw m m jꜣrw
ꜣ g b w m s ḫ t ḥ t p,ꜣgbw m sḫt ḥtp
ꜥ ꜣ b t f m m n ṯ r,ꜥꜣbt f m m nṯr
m w n w j r p n R ꜥ w,mw nw jrp n Rꜥw
d b n f p t,dbn f pt
ḫ n z f m j Ḏ ḥ w t j,ḫnz f mj Ḏḥwtj
b w t ḥ q r,bwt ḥqr
n w n m n f s w,n wnmn f sw
b w t f j b t,bwt f jbt
r ḏ i ̯ w n f t ʾ j n n b n ḥ ḥ,rḏi̯w n f tʾ jn nb nḥḥ
j r i ̯ w w ḏ f,jri̯w wḏ f
j w r m m g r ḥ,jwr m m grḥ
m s i ̯ y f m n h p w,msi̯y f m nhpw
n s w m ḫ t t p j ꜥ n ṯ r d w ꜣ y,n sw m ḫt tpj ꜥ nṯr dwꜣy
j n i ̯ n f n ṯ n t ʾ n g m i ̯ y f,jni̯n f n ṯn tʾ n gmi̯y f
ḏ f ḏ f j r t Ḥ r w ḥ r b ꜣ t n t,ḏfḏf jrt Ḥrw ḥr bꜣt nt
Ḫ n t j j m n t j w,Ḫntj jmntjw
j n i ̯ n f ḏ f ꜣ w ḥ t p t n Ḥ r w ḫ n t j p r,jni̯n f ḏfꜣw ḥtpt n Ḥrw ḫntj pr
ꜥ n ḫ t f j m ꜥ n ḫ n b j m ꜣ ḫ j m,ꜥnḫt f jm ꜥnḫ nb jmꜣḫ jm
z w r j f j m z w r j j m,zwrj f jm zwrj jm
ḫ n d m ꜥ b s ꜣ š r t ꜣ w t f,ḫnd m ꜥb sꜣšrt ꜣwt f
m ꜣ ꜥ ḫ r w W s j r ḥ z i ̯ y n J n p w t p j ḏ w f,mꜣꜥ ḫrw Wsjr ḥzi̯y n Jnpw tpj ḏw f
ḏ d m d w h ꜣ i ̯ q d k p w n t j w n n k j m f t p t ꜣ ꜥ n ḫ t j r n p i ̯ t j r ꜥ w n b,ḏd mdw hꜣi̯ qd k pw ntj wnn k jm f tp tꜣ ꜥnḫtj rnpi̯tj rꜥw nb
w n ḥ r k,wn ḥr k
m ꜣ k n b ꜣ ḫ t,mꜣ k nb ꜣḫt
ḏ i ̯ f t ʾ n m w n w t f,ḏi̯ f tʾ n m wnwt f
s ꜣ f ḫ ꜣ w j,sꜣ f ḫꜣwj
n ḏ n ṯ w Ḥ r w,nḏn ṯw Ḥrw
s ḥ t m n f ꜥ r t j n ḫ f t j w k,sḥtmn f ꜥrtj n ḫftjw k
n ḏ r i ̯ f j ṯ ꜣ r r ʾ ḏ r j t f,nḏri̯ f jṯꜣ r rʾ ḏrjt f
h ꜣ i ̯ n n ḫ f t j w k m ḥ w t w r t,hꜣi̯ nn ḫftjw k m ḥwt wrt
j w m ḫ ꜣ t m ꜣ ꜥ t j ḥ r z p k,jw mḫꜣt mꜣꜥtj ḥr zp k
w s ḫ s p w n W s j r,wsḫ s pw n Wsjr
n b ꜥ q w p w n j m n t,nb ꜥqw pw n jmnt
ꜥ q f r m r r f,ꜥq f r mrr f
m ꜣ ꜣ f n ṯ r ꜥ ꜣ m q m ꜣ f,mꜣꜣ f nṯr ꜥꜣ m qmꜣ f
r ḏ i ̯ n f ꜥ n ḫ r f n ḏ f m ꜣ ꜥ ḫ r w r ḫ f t j w f,rḏi̯ n f ꜥnḫ r fnḏ f mꜣꜥ ḫrw r ḫftjw f
ḏ d m d w h ꜣ i ̯ b w t k p w g r g,ḏd mdw hꜣi̯ bwt k pw grg
s ḥ t p n ṯ w n b j ḫ t g r ḥ p f n s g r t r m i ̯ w t,sḥtpn ṯw nb jḫt grḥ pf n sgrt rmi̯wt
j w ḏ i ̯ w n k ꜥ n ḫ n ḏ m m r ʾ n p s ḏ t,jw ḏi̯w n k ꜥnḫ nḏm m rʾ n psḏt
Ḏ ḥ w t j ḥ t p w ḥ r s,Ḏḥwtj ḥtpw ḥr s
m ꜣ ꜥ ḫ r w k r ḫ f t j w k,mꜣꜥ ḫrw k r ḫftjw k
p š n s j N w t ḥ r k m r n s n p š t p t,pšn sj Nwt ḥr k m rn s n pšt pt
ḏ i ̯ s w n n k m š m s w n n ṯ r ꜥ ꜣ,ḏi̯ s wnn k m šmsw n nṯr ꜥꜣ
n n ḫ f t j w k,nn ḫftjw k
n ḥ m n s ṯ w m ꜥ j ḫ t n b t ḏ w t m r n s n s m t w r t,nḥmn s ṯw m ꜥ jḫt nbt ḏwt m rn s n smt wrt
ṯ w t w r j m j m s w s,ṯwt wr jmj msw s
ḏ d m d w j ḥ r j w n w t R ꜥ w j r i ̯ w ꜣ t n n b j m ꜣ ḫ,ḏd mdw j ḥrj wnwt Rꜥw jri̯ wꜣt n nb jmꜣḫ
s w ꜣ f m ẖ n w p ẖ r t n W s j r n b ꜥ n ḫ T ꜣ ꜥ n ḫ ḏ t,swꜣ f m ẖnw pẖrtn Wsjr nb ꜥnḫ Tꜣ ꜥnḫ ḏt
ḏ d m d w n f r m š m s w n N f r t m z š n r f n ḏ R ꜥ w,ḏd mdw nfr m šmsw n Nfr tm zšn r fnḏ Rꜥw
w ꜥ b w n ṯ r i ̯ w m b ꜣ ḥ n ṯ r,wꜥbw nṯri̯w m bꜣḥ nṯr
m ꜣ f R ꜥ w n ḏ t,mꜣ f Rꜥw n ḏt
w ḥ ꜥ ṯ n w j š m i ̯ m t ꜣ j m s n,wḥꜥ ṯn wj šmi̯ m tꜣ jm sn
w ḏ b ꜣ s n r p t,wḏbꜣ sn r pt
d n s s n r t ꜣ,dns sn r tꜣ
p r i ̯ m ꜥ b s w W s j r m ꜣ ꜥ ḫ r w m n w ḥ s,pri̯ m ꜥb sw Wsjr mꜣꜥ ḫrw m nwḥ s
p r i ̯ n j m Ḏ d w,pri̯n j m Ḏdw
W s j r m ꜣ ꜥ ḫ r w j m s b j k w š r j r n j,Wsjr mꜣꜥ ḫrw jm s bjk wš r j rn j
j r i ̯ ṯ n ḏ ꜣ y t r ḏ i ̯ t w m w ḥ ꜥ,jri̯ ṯn ḏꜣyt rḏi̯ tw m wḥꜥ
ḏ d f n j m n,ḏd f n jmn
k y ḏ d j r i ̯ n j p w y r m ṯ m m ḥ ḏ d f j m n y,ky ḏd jri̯n j pwy rmṯ m mḥ ḏd f jmny
j w j r ḫ k w ꜥ ḏ j m y,jw j rḫkw ꜥḏ jmy
ḥ w j w j w r t n k,ḥwj wj wrt n k
k y ḏ d ṯ z j m j š m ꜥ w r n k,ky ḏd ṯz jmj šmꜥ wr n k
j r ḫ t n t j j m ḏ r t p w n t ꜣ s t š ꜥ d t n t j j m s ḥ s b t t w y n t W s j r,jr ḫt ntj jm ḏrt pw nt ꜣst šꜥdt ntj jm s ḥsbt twy nt Wsjr
k y ḏ d r n n w ḥ ꜥ s n ḥ r j n ꜣ k f,ky ḏd rn n wḥꜥ sn ḥrj nꜣk f
š ꜥ d p w ḥ s b Ḥ r w j m,šꜥd pw ḥsb Ḥrw jm
j w r ḫ k w r n n ḏ b ꜣ w d n s w p n r n n k y ḏ d t j t w n b j w w d n w p ꜣ ḏ m ꜣ s t m R w t j,jw rḫkw rn n ḏbꜣ wdnsw pn rn n ky ḏd tjtw nbjw wdnw pꜣḏ mꜣst m Rwtj
j w j r ḫ k w n w ḥ n s j ḥ ꜣ m y n n t j ḥ r s,jw j rḫkw nwḥ n s jḥꜣmy n ntj ḥr s
r w ḏ p w n t J t m w,rwḏ pw nt Jtmw
j w j r ḫ k w r n n w ḥ ꜥ s n,jw j rḫkw rn n wḥꜥ sn
ḥ r j n p l ꜣ k r p w ꜥ ꜣ ẖ b w y s,ḥrjnpl ꜣkr pw ꜥ ꜣẖbwy s
m ḫ s f s b d s b q Š z m w,mḫsf sbdsbq Šzmw
j w j r ḫ k w r n n ꜥ w j ṯ n,jw j rḫkw rn n ꜥwj ṯn
j w ꜥ w j s n w n f ꜥ p w y n n ṯ r ꜥ ꜣ s ḏ m m d t m J w n w g r ḥ p w y n s m d t,jw ꜥwj sn wn f ꜥ pwy n nṯr ꜥꜣ sḏm mdt m Jwnw grḥ pwy n smdt
ḏ d m d w ḥ r t w t n ꜣ ḫ p n r ḏ i ̯ w m w j ꜣ p n,ḏd mdw ḥr twt n ꜣḫ pn rḏi̯w m wjꜣ pn
